"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2018","Turkey","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",60,16.51,18500,6.4225
"2018","Turkey","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",300,3.01,16000,6.4225
"2018","Turkey","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",300,16.51,16000,6.4225
"2018","Turkey","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,16000,6.4225
"2018","Turkey","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,16000,6.4225
"2018","Turkey","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",60,3.01,21000,6.4225
"2018","Turkey","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",60,16.51,21000,6.4225
"2018","Turkey","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,21000,6.4225
"2018","Turkey","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,21000,6.4225
"2018","Turkey","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",120,3.01,15500,6.4225
"2018","Turkey","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",120,16.51,15500,6.4225
"2018","Turkey","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,15500,6.4225
"2018","Turkey","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,15500,6.4225
"2018","Turkey","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",300,3.01,15500,6.4225
"2018","Turkey","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",300,16.51,15500,6.4225
"2018","Turkey","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,15500,6.4225
"2018","Turkey","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,15500,6.4225
"2018","Turkey","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",660,3.01,14250,6.4225
"2018","Turkey","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",660,16.51,14250,6.4225
"2018","Turkey","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,14250,6.4225
"2018","Turkey","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,14250,6.4225
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,13500,6.4225
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,13500,6.4225
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,3.01,13500,6.4225
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,16.51,13500,6.4225
"2018","Uganda","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,14500,4959.1425
"2018","Uganda","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,14500,4959.1425
"2018","Uganda","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,14500,4959.1425
"2018","Uganda","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,14500,4959.1425
"2018","Uganda","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,20000,4959.1425
"2018","Uganda","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,20000,4959.1425
"2018","Uganda","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,20000,4959.1425
"2018","Uganda","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,20000,4959.1425
"2018","Uganda","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,19250,4959.1425
"2018","Uganda","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,19250,4959.1425
"2018","Uganda","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,19250,4959.1425
"2018","Uganda","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,19250,4959.1425
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15250,4959.1425
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15250,4959.1425
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15250,4959.1425
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15250,4959.1425
"2018","Uganda","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,21000,4959.1425
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,21000,4959.1425
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,21000,4959.1425
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,21000,4959.1425
"2018","Uganda","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,14500,4959.1425
"2018","Uganda","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,14500,4959.1425
"2018","Uganda","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,17500,4959.1425
"2018","Uganda","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,17500,4959.1425
"2018","Uganda","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,17500,4959.1425
"2018","Uganda","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,17500,4959.1425
"2018","Uganda","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,18500,4959.1425
"2018","Uganda","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,18500,4959.1425
"2018","Uganda","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,18500,4959.1425
"2018","Uganda","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,18500,4959.1425
"2018","Uganda","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,16000,4959.1425
"2018","Uganda","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,16000,4959.1425
"2018","Uganda","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,21000,4959.1425
"2018","Uganda","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,21000,4959.1425
"2018","Uganda","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,21000,4959.1425
"2018","Uganda","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,21000,4959.1425
"2018","Uganda","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15500,4959.1425
"2018","Uganda","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15500,4959.1425
"2018","Uganda","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15500,4959.1425
"2018","Uganda","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15500,4959.1425
"2018","Uganda","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15500,4959.1425
"2018","Uganda","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15500,4959.1425
"2018","Uganda","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,15500,4959.1425
"2018","Uganda","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,15500,4959.1425
"2018","Uganda","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,14250,4959.1425
"2018","Uganda","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,14250,4959.1425
"2018","Uganda","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,14250,4959.1425
"2018","Uganda","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,14250,4959.1425
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,13500,4959.1425
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,13500,4959.1425
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","GDP ",0,6.3,13500,4959.1425
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","Inflation ",0,4.44,13500,4959.1425
"2019","China","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",450,5.95,14875,8.825
"2019","China","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",450,1.29,14875,8.825
"2019","China","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,14875,8.825
"2019","China","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,14875,8.825
"2019","China","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",400,5.95,16500,8.825
"2019","China","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",400,1.29,16500,8.825
"2019","China","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,16500,8.825
"2019","China","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,16500,8.825
"2019","China","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",400,5.95,16375,8.825
"2019","China","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",400,1.29,16375,8.825
"2019","China","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,16375,8.825
"2019","China","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,16375,8.825
"2019","China","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",1950,5.95,20500,8.825
"2019","China","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",1950,1.29,20500,8.825
"2019","China","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,20500,8.825
"2019","China","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,20500,8.825
"2019","China","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",2150,5.95,19750,8.825
"2019","China","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",2150,1.29,19750,8.825
"2019","China","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",50,5.95,19750,8.825
"2019","China","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",50,1.29,19750,8.825
"2019","China","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,15625,8.825
"2019","China","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,15625,8.825
"2019","China","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,15625,8.825
"2019","China","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,15625,8.825
"2019","China","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",200,5.95,16375,8.825
"2019","China","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",200,1.29,16375,8.825
"2019","China","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,16375,8.825
"2019","China","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,16375,8.825
"2019","China","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",100,5.95,21750,8.825
"2019","China","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",100,1.29,21750,8.825
"2019","China","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,21750,8.825
"2019","China","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,21750,8.825
"2019","China","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",5350,5.95,18000,8.825
"2019","China","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",5350,1.29,18000,8.825
"2019","China","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,18000,8.825
"2019","China","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,18000,8.825
"2019","China","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",32700,5.95,19250,8.825
"2019","China","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",32700,1.29,19250,8.825
"2019","China","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",650,5.95,19250,8.825
"2019","China","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",650,1.29,19250,8.825
"2019","China","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",30650,5.95,16500,8.825
"2019","China","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",30650,1.29,16500,8.825
"2019","China","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",150,5.95,16500,8.825
"2019","China","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",150,1.29,16500,8.825
"2019","China","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",2350,5.95,21750,8.825
