"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2019","Tanzania","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,18000,2945.08083333333
"2019","Tanzania","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,18000,2945.08083333333
"2019","Tanzania","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,18000,2945.08083333333
"2019","Tanzania","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,18000,2945.08083333333
"2019","Tanzania","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,19250,2945.08083333333
"2019","Tanzania","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,19250,2945.08083333333
"2019","Tanzania","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,19250,2945.08083333333
"2019","Tanzania","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,19250,2945.08083333333
"2019","Tanzania","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16500,2945.08083333333
"2019","Tanzania","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16500,2945.08083333333
"2019","Tanzania","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16500,2945.08083333333
"2019","Tanzania","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16500,2945.08083333333
"2019","Tanzania","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,21750,2945.08083333333
"2019","Tanzania","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,21750,2945.08083333333
"2019","Tanzania","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,21750,2945.08083333333
"2019","Tanzania","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,21750,2945.08083333333
"2019","Tanzania","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16000,2945.08083333333
"2019","Tanzania","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16000,2945.08083333333
"2019","Tanzania","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16000,2945.08083333333
"2019","Tanzania","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16000,2945.08083333333
"2019","Tanzania","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16000,2945.08083333333
"2019","Tanzania","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16000,2945.08083333333
"2019","Tanzania","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16000,2945.08083333333
"2019","Tanzania","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16000,2945.08083333333
"2019","Tanzania","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,14625,2945.08083333333
"2019","Tanzania","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,14625,2945.08083333333
"2019","Tanzania","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,14625,2945.08083333333
"2019","Tanzania","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,14625,2945.08083333333
"2019","Tanzania","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,13875,2945.08083333333
"2019","Tanzania","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,13875,2945.08083333333
"2019","Tanzania","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,13875,2945.08083333333
"2019","Tanzania","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,13875,2945.08083333333
"2019","Thailand","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,14875,39.5091666666667
"2019","Thailand","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,14875,39.5091666666667
"2019","Thailand","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,14875,39.5091666666667
"2019","Thailand","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,14875,39.5091666666667
"2019","Thailand","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",165,2.11,16500,39.5091666666667
"2019","Thailand","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",165,1.01,16500,39.5091666666667
"2019","Thailand","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,16500,39.5091666666667
"2019","Thailand","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,16500,39.5091666666667
"2019","Thailand","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",110,2.11,16375,39.5091666666667
"2019","Thailand","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",110,1.01,16375,39.5091666666667
"2019","Thailand","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,16375,39.5091666666667
"2019","Thailand","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,16375,39.5091666666667
"2019","Thailand","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",55,2.11,20500,39.5091666666667
"2019","Thailand","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",55,1.01,20500,39.5091666666667
"2019","Thailand","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,20500,39.5091666666667
"2019","Thailand","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,20500,39.5091666666667
"2019","Thailand","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",275,2.11,19750,39.5091666666667
"2019","Thailand","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",275,1.01,19750,39.5091666666667
"2019","Thailand","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,19750,39.5091666666667
"2019","Thailand","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,19750,39.5091666666667
"2019","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,15625,39.5091666666667
"2019","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,15625,39.5091666666667
"2019","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,15625,39.5091666666667
"2019","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,15625,39.5091666666667
"2019","Thailand","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",55,2.11,16375,39.5091666666667
"2019","Thailand","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",55,1.01,16375,39.5091666666667
"2019","Thailand","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,16375,39.5091666666667
"2019","Thailand","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,16375,39.5091666666667
"2019","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.11,21750,39.5091666666667
"2019","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.01,21750,39.5091666666667
