"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate","Growth.Indicator","Value","Tuition_Av"
"2021","Pakistan","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",60,223.59,"GDP ",6.513885759,17500
"2021","Pakistan","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",60,223.59,"Inflation ",10.26734208,17500
"2021","Pakistan","The University of St. Andrews","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",60,223.59,"GDP ",6.513885759,23250
"2021","Pakistan","The University of St. Andrews","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",60,223.59,"Inflation ",10.26734208,23250
"2021","Pakistan","The University of St. Andrews","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"GDP ",6.513885759,23250
"2021","Pakistan","The University of St. Andrews","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"Inflation ",10.26734208,23250
"2021","Pakistan","The University of Stirling","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",5520,223.59,"GDP ",6.513885759,17000
"2021","Pakistan","The University of Stirling","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",5520,223.59,"Inflation ",10.26734208,17000
"2021","Pakistan","The University of Stirling","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"GDP ",6.513885759,17000
"2021","Pakistan","The University of Stirling","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"Inflation ",10.26734208,17000
"2021","Pakistan","The University of Strathclyde","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",1080,223.59,"GDP ",6.513885759,17000
"2021","Pakistan","The University of Strathclyde","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",1080,223.59,"Inflation ",10.26734208,17000
"2021","Pakistan","The University of Strathclyde","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",360,223.59,"GDP ",6.513885759,17000
"2021","Pakistan","The University of Strathclyde","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",360,223.59,"Inflation ",10.26734208,17000
"2021","Pakistan","The University of the West of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",10500,223.59,"GDP ",6.513885759,15375
"2021","Pakistan","The University of the West of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",10500,223.59,"Inflation ",10.26734208,15375
"2021","Pakistan","The University of the West of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"GDP ",6.513885759,15375
"2021","Pakistan","The University of the West of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"Inflation ",10.26734208,15375
"2021","Pakistan","University of the Highlands and Islands","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"GDP ",6.513885759,14625
"2021","Pakistan","University of the Highlands and Islands","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"Inflation ",10.26734208,14625
"2021","Pakistan","University of the Highlands and Islands","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"GDP ",6.513885759,14625
"2021","Pakistan","University of the Highlands and Islands","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,223.59,"Inflation ",10.26734208,14625
"2021","Tanzania","Abertay University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,15625
"2021","Tanzania","Abertay University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,15625
"2021","Tanzania","Abertay University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,15625
"2021","Tanzania","Abertay University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,15625
"2021","Tanzania","Edinburgh Napier University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17500
"2021","Tanzania","Edinburgh Napier University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17500
"2021","Tanzania","Edinburgh Napier University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17500
"2021","Tanzania","Edinburgh Napier University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17500
"2021","Tanzania","Glasgow Caledonian University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17125
"2021","Tanzania","Glasgow Caledonian University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17125
"2021","Tanzania","Glasgow Caledonian University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17125
"2021","Tanzania","Glasgow Caledonian University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17125
"2021","Tanzania","Glasgow School of Art","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,22750
"2021","Tanzania","Glasgow School of Art","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,22750
"2021","Tanzania","Glasgow School of Art","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,22750
"2021","Tanzania","Glasgow School of Art","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,22750
"2021","Tanzania","Heriot-Watt University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,20750
"2021","Tanzania","Heriot-Watt University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,20750
"2021","Tanzania","Heriot-Watt University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,20750
"2021","Tanzania","Heriot-Watt University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,20750
"2021","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,16375
"2021","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,16375
"2021","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,16375
"2021","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,16375
"2021","Tanzania","Robert Gordon University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17125
"2021","Tanzania","Robert Gordon University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17125
"2021","Tanzania","Robert Gordon University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17125
"2021","Tanzania","Robert Gordon University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17125
"2021","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,23250
"2021","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,23250
"2021","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,23250
"2021","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,23250
"2021","Tanzania","The University of Dundee","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,19000
"2021","Tanzania","The University of Dundee","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,19000
"2021","Tanzania","The University of Dundee","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,19000
"2021","Tanzania","The University of Dundee","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,19000
"2021","Tanzania","The University of Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,20750
"2021","Tanzania","The University of Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,20750
"2021","Tanzania","The University of Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,20750
"2021","Tanzania","The University of Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,20750
"2021","Tanzania","The University of Glasgow","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17500
"2021","Tanzania","The University of Glasgow","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17500
"2021","Tanzania","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17500
"2021","Tanzania","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17500
"2021","Tanzania","The University of St. Andrews","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,23250
"2021","Tanzania","The University of St. Andrews","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,23250
"2021","Tanzania","The University of St. Andrews","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,23250
"2021","Tanzania","The University of St. Andrews","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,23250
"2021","Tanzania","The University of Stirling","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17000
"2021","Tanzania","The University of Stirling","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17000
"2021","Tanzania","The University of Stirling","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17000
"2021","Tanzania","The University of Stirling","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17000
"2021","Tanzania","The University of Strathclyde","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17000
"2021","Tanzania","The University of Strathclyde","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17000
"2021","Tanzania","The University of Strathclyde","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,17000
"2021","Tanzania","The University of Strathclyde","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,17000
"2021","Tanzania","The University of the West of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,15375
"2021","Tanzania","The University of the West of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,15375
"2021","Tanzania","The University of the West of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,15375
"2021","Tanzania","The University of the West of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,15375
"2021","Tanzania","University of the Highlands and Islands","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,14625
"2021","Tanzania","University of the Highlands and Islands","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,14625
"2021","Tanzania","University of the Highlands and Islands","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"GDP ",4.321384295,14625
"2021","Tanzania","University of the Highlands and Islands","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,3173.56,"Inflation ",2.674303274,14625
"2021","Thailand","Abertay University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,15625
"2021","Thailand","Abertay University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,15625
"2021","Thailand","Abertay University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,15625
"2021","Thailand","Abertay University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,15625
"2021","Thailand","Edinburgh Napier University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,17500
"2021","Thailand","Edinburgh Napier University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,17500
"2021","Thailand","Edinburgh Napier University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,17500
"2021","Thailand","Edinburgh Napier University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,17500
"2021","Thailand","Glasgow Caledonian University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",55,44.04,"GDP ",1.568181765,17125
"2021","Thailand","Glasgow Caledonian University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",55,44.04,"Inflation ",1.771072263,17125
"2021","Thailand","Glasgow Caledonian University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,17125
"2021","Thailand","Glasgow Caledonian University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,17125
"2021","Thailand","Glasgow School of Art","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,22750
"2021","Thailand","Glasgow School of Art","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,22750
"2021","Thailand","Glasgow School of Art","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,22750
"2021","Thailand","Glasgow School of Art","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,22750
"2021","Thailand","Heriot-Watt University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",110,44.04,"GDP ",1.568181765,20750
"2021","Thailand","Heriot-Watt University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",110,44.04,"Inflation ",1.771072263,20750
"2021","Thailand","Heriot-Watt University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,20750
"2021","Thailand","Heriot-Watt University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,20750
"2021","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,16375
"2021","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,16375
"2021","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,16375
"2021","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,16375
"2021","Thailand","Robert Gordon University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,17125
"2021","Thailand","Robert Gordon University","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,17125
"2021","Thailand","Robert Gordon University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,17125
"2021","Thailand","Robert Gordon University","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,17125
"2021","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,23250
"2021","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,23250
"2021","Thailand","Royal Conservatoire of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,23250
"2021","Thailand","Royal Conservatoire of Scotland","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,23250
"2021","Thailand","The University of Dundee","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",385,44.04,"GDP ",1.568181765,19000
"2021","Thailand","The University of Dundee","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",385,44.04,"Inflation ",1.771072263,19000
"2021","Thailand","The University of Dundee","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,19000
"2021","Thailand","The University of Dundee","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,19000
"2021","Thailand","The University of Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",660,44.04,"GDP ",1.568181765,20750
"2021","Thailand","The University of Edinburgh","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",660,44.04,"Inflation ",1.771072263,20750
"2021","Thailand","The University of Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"GDP ",1.568181765,20750
"2021","Thailand","The University of Edinburgh","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",0,44.04,"Inflation ",1.771072263,20750
"2021","Thailand","The University of Glasgow","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",1210,44.04,"GDP ",1.568181765,17500
"2021","Thailand","The University of Glasgow","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",1210,44.04,"Inflation ",1.771072263,17500
"2021","Thailand","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",110,44.04,"GDP ",1.568181765,17500
"2021","Thailand","The University of Glasgow","All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",110,44.04,"Inflation ",1.771072263,17500
"2021","Thailand","The University of St. Andrews","All postgraduate","Full-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January",110,44.04,"GDP ",1.568181765,23250
