"Country","Fiscal_Year","HE.Provider","FX_Rate","Enrollment","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Growth.Indicator","Value"
"Japan","2022","The University of Strathclyde",163.21,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of Strathclyde",163.21,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of Strathclyde",165.25,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of Strathclyde",165.25,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of Strathclyde",166.41,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of Strathclyde",166.41,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of Strathclyde",170.56,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of Strathclyde",170.56,20,"All postgraduate","Part-time","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",154.31,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",154.31,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",154.75,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",154.75,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",158.6,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",158.6,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",159.83,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",159.83,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",161.5,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",161.5,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",161.54,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",161.54,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",162.04,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",162.04,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",162.14,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",162.14,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",163.21,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",163.21,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",165.25,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",165.25,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",166.41,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",166.41,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","The University of the West of Scotland",170.56,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","The University of the West of Scotland",170.56,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",154.31,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",154.31,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",154.75,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",154.75,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",158.6,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",158.6,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",159.83,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",159.83,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",161.5,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",161.5,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",161.54,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",161.54,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",162.04,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",162.04,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",162.14,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",162.14,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",163.21,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",163.21,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",165.25,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",165.25,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",166.41,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",166.41,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Japan","2022","University of the Highlands and Islands",170.56,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","GDP (annual %)",0.954736938
"Japan","2022","University of the Highlands and Islands",170.56,0,"All postgraduate","All","2021/2022","Student Visa","348","470","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","470","September","January","Inflation (annual %)",0.333979877
"Kenya","2014","Abertay University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Abertay University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Abertay University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Edinburgh Napier University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Edinburgh Napier University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",140.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",140.81,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",141.97,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",143,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",143.79,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",144.45,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",144.66,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",146.55,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",146.7,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",146.73,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",148.07,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow Caledonian University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow Caledonian University",149.82,10,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",140.7,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",140.7,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",140.81,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",140.81,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",141.97,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",141.97,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",143,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",143,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",143.79,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",143.79,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",144.45,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",144.45,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",144.66,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",144.66,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
