"Country","Fiscal_Year","HE.Provider","FX_Rate","Enrollment","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Growth.Indicator","Value"
"Gambia","2020","The University of St. Andrews",65.13,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",67.64,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",67.64,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",67.82,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",67.82,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",68.5,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",68.5,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",68.62,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",68.62,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",69.81,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",69.81,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",70.07,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",70.07,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of St. Andrews",71.32,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of St. Andrews",71.32,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",63.33,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",63.33,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",63.76,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",63.76,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",64.85,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",64.85,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",64.99,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",64.99,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",65.13,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",65.13,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",67.64,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",67.64,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
"Gambia","2020","The University of Stirling",67.82,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","GDP (annual %)",0.591487288
"Gambia","2020","The University of Stirling",67.82,0,"All postgraduate","Full-time","2020/2021","Student Visa","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January","Inflation (annual %)",2.188758959
